derivative_threshold,integration_threshold,leakage_factor,iir_window,voltage,std_dev,rmse,num_snapshots
0.02,0.1,0.7,16,0.9008300704289454,0.07246176058393118,0.0366490945710547,3
0.005,0.2,0.9,16,0.7732518736450756,0.2365750790952352,0.03844616595492434,2
0.01,0.1,0.9,16,0.7732518736450756,0.2365750790952352,0.03844616595492434,2
0.001,0.1,0.99,8,0.8972784109246729,0.07277416315201252,0.039514499475327036,2
0.02,0.2,0.7,8,0.8972784109246729,0.07277416315201252,0.039514499475327036,2
0.05,0.01,0.7,8,0.8970813153424833,0.0725998919424634,0.04078761625751681,2
0.05,0.05,0.7,8,0.8987373215084483,0.04274147511346063,0.04495928829155171,2
0.02,0.2,0.9,4,0.8917762101385184,0.07277416315201252,0.045016700261481524,2
0.05,0.1,0.8,4,0.8917762101385184,0.07277416315201252,0.045016700261481524,2
0.001,0.2,0.7,4,0.9021528756650601,0.028818032318493524,0.046134257734939954,2
0.001,0.2,0.8,4,0.9021528756650601,0.028818032318493524,0.046134257734939954,2
0.001,0.2,0.9,4,0.9021528756650601,0.028818032318493524,0.046134257734939954,2
0.001,0.2,0.95,4,0.9021528756650601,0.028818032318493524,0.046134257734939954,2
0.001,0.2,0.99,4,0.9021528756650601,0.028818032318493524,0.046134257734939954,2
0.005,0.1,0.9,4,0.9021528756650601,0.028818032318493524,0.046134257734939954,2
0.005,0.2,0.99,4,0.9021528756650601,0.028818032318493524,0.046134257734939954,2
0.01,0.1,0.9,4,0.9021528756650601,0.028818032318493524,0.046134257734939954,2
0.02,0.2,0.7,4,0.8894822535180245,0.0725998919424634,0.04838667808197561,2
0.02,0.2,0.8,4,0.8894822535180245,0.0725998919424634,0.04838667808197561,2
0.05,0.1,0.9,8,0.5507500395256046,0.2370067930403139,0.04858966787439534,4
0.02,0.05,0.9,32,0.618103310126575,0.3354316912630984,0.04867444792657505,3
0.01,0.2,0.7,32,0.43751001122641314,0.37401414637210706,0.049924947973586875,2
0.01,0.2,0.8,32,0.43751001122641314,0.37401414637210706,0.049924947973586875,2
0.01,0.05,0.9,32,0.8845375251345085,0.07275965356783944,0.05219324346549148,2
0.01,0.05,0.95,32,0.8845375251345085,0.07275965356783944,0.05219324346549148,2
0.001,0.2,0.8,8,0.7499932473809376,0.23417673719749435,0.05461916981906234,2
0.001,0.1,0.7,4,0.8882332856865963,0.04304430741048487,0.05603060571340368,2
0.001,0.1,0.8,4,0.8882332856865963,0.04304430741048487,0.05603060571340368,2
0.001,0.1,0.9,4,0.8882332856865963,0.04304430741048487,0.05603060571340368,2
0.001,0.1,0.95,4,0.8882332856865963,0.04304430741048487,0.05603060571340368,2
0.001,0.1,0.99,4,0.8882332856865963,0.04304430741048487,0.05603060571340368,2
0.05,0.2,0.7,4,0.8882332856865963,0.04304430741048487,0.05603060571340368,3
0.001,0.2,0.7,8,0.7556087512925003,0.2365750790952352,0.05608928830749971,2
0.001,0.5,0.7,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.001,0.5,0.8,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.001,0.5,0.9,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.001,0.5,0.95,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.005,0.5,0.7,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.005,0.5,0.8,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.005,0.5,0.9,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.005,0.5,0.95,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.005,0.5,0.99,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.01,0.5,0.7,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.01,0.5,0.8,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.01,0.5,0.9,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.01,0.5,0.95,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.01,0.5,0.99,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.02,0.05,0.99,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.02,0.1,0.99,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.02,0.2,0.7,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.02,0.2,0.8,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.02,0.2,0.9,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.02,0.2,0.95,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.02,0.2,0.99,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.02,0.5,0.7,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.02,0.5,0.8,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.02,0.5,0.9,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.02,0.5,0.95,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.02,0.5,0.99,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.01,0.7,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.01,0.8,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.01,0.9,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.01,0.95,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.01,0.99,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.05,0.7,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.05,0.8,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.05,0.9,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.05,0.95,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.05,0.99,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.1,0.7,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.1,0.8,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.1,0.9,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.1,0.95,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.1,0.99,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.2,0.7,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.2,0.8,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.2,0.9,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.2,0.95,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.2,0.99,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.5,0.7,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.5,0.8,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.5,0.9,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.5,0.95,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.05,0.5,0.99,32,0.8907109951335275,0.2865196209360038,0.056249994533527414,1
0.001,0.1,0.9,32,0.880016265398269,0.07276227707377829,0.05672579100173092,2
0.02,0.05,0.95,32,0.5945300903874099,0.3476300944010662,0.05717943258740987,4
0.01,0.05,0.8,32,0.8776438665401487,0.07276467897133958,0.05910842865985133,3
0.01,0.2,0.9,32,0.4350809057340415,0.37004659884824304,0.06318873606595848,2
0.01,0.05,0.7,32,0.8726833051374737,0.07277366217736395,0.06410738686252626,3
0.01,0.2,0.99,8,0.8724383631003864,0.07221088111946555,0.06445023909961356,2
0.02,0.2,0.99,8,0.8724383631003864,0.07221088111946555,0.06445023909961356,2
0.005,0.2,0.7,32,0.43190948785449446,0.3700223202093584,0.06525968514550551,3
0.001,0.2,0.99,32,0.8243428532444538,0.18824476853737096,0.06656780075554625,2
0.001,0.2,0.95,32,0.8700853201419083,0.07277400485554175,0.06670688625809162,2
0.02,0.01,0.9,32,0.488634520552041,0.3040130381514952,0.06874538604795905,3
0.01,0.1,0.7,16,0.8353904037275204,0.1663816417910933,0.06914817567247966,2
0.005,0.2,0.99,32,0.867407085630357,0.0727740985990824,0.06938553856964302,2
0.001,0.2,0.7,32,0.5274709900425107,0.40462323425384034,0.0721888297574893,5
0.001,0.5,0.99,32,0.5274709900425107,0.40462323425384034,0.0721888297574893,2
0.005,0.2,0.8,32,0.5274709900425107,0.40462323425384034,0.0721888297574893,4
0.005,0.1,0.7,32,0.5747411107666054,0.355477966199551,0.07393086956660533,4
0.001,0.2,0.7,16,0.6966714106583403,0.3032754614109196,0.07399968665834022,2
0.01,0.2,0.9,16,0.6966714106583403,0.3032754614109196,0.07399968665834022,4
0.02,0.2,0.7,16,0.6966714106583403,0.3032754614109196,0.07399968665834022,5
0.02,0.2,0.8,16,0.6966714106583403,0.3032754614109196,0.07399968665834022,5
0.001,0.1,0.95,32,0.7714760866859596,0.24244318285749641,0.07669573031404053,2
0.001,0.5,0.7,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.001,0.5,0.8,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.01,0.5,0.7,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.01,0.5,0.8,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.01,0.5,0.9,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.01,0.5,0.95,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.02,0.5,0.7,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.02,0.5,0.8,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.02,0.5,0.9,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.02,0.5,0.95,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.05,0.1,0.7,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.05,0.1,0.8,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.05,0.1,0.9,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.05,0.1,0.95,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.05,0.1,0.99,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.05,0.2,0.7,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.05,0.2,0.8,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.05,0.2,0.9,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.05,0.2,0.95,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.05,0.2,0.99,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.05,0.5,0.7,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.05,0.5,0.8,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.05,0.5,0.9,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.05,0.5,0.95,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.05,0.5,0.99,16,0.9121707588397976,0.2865196209360038,0.07770975823979753,1
0.05,0.01,0.9,16,0.665937785294201,0.2829997162994673,0.07820298429420103,4
0.001,0.2,0.9,32,0.8664108566893142,0.043786762526055394,0.0788382877106859,2
0.005,0.5,0.99,16,0.7071969937817445,0.3030090194175122,0.07983233358174446,3
0.01,0.5,0.99,16,0.7071969937817445,0.3030090194175122,0.07983233358174446,4
0.02,0.2,0.95,16,0.7071969937817445,0.3030090194175122,0.07983233358174446,4
0.005,0.2,0.9,32,0.5078866270125255,0.409858540556835,0.07983305818747455,4
0.001,0.2,0.8,32,0.5021914342933841,0.41148967640025935,0.08076109470661597,4
0.01,0.1,0.7,32,0.5617986811139153,0.35608605855891434,0.08082727591391531,5
0.01,0.1,0.8,32,0.5617986811139153,0.35608605855891434,0.08082727591391531,5
0.001,0.5,0.99,16,0.716343309367194,0.3062736527569867,0.08133002456719407,3
0.005,0.2,0.8,16,0.716343309367194,0.3062736527569867,0.08133002456719407,4
0.02,0.2,0.9,16,0.716343309367194,0.3062736527569867,0.08133002456719407,4
0.02,0.5,0.99,16,0.716343309367194,0.3062736527569867,0.08133002456719407,4
0.05,0.01,0.8,16,0.6764842741268228,0.31346136406123487,0.08172854372682281,4
0.01,0.2,0.99,32,0.8620336456147759,0.04304430741048487,0.08223024578522409,2
0.01,0.5,0.9,8,0.5130838769341461,0.4084029994993726,0.08254892166585392,4
0.005,0.1,0.95,4,0.8572911042487951,0.04274147511346063,0.08640550555120496,2
0.01,0.2,0.99,4,0.8572911042487951,0.04274147511346063,0.08640550555120496,2
0.02,0.2,0.99,4,0.8572911042487951,0.04274147511346063,0.08640550555120496,2
0.005,0.1,0.8,32,0.5480587450208158,0.35927858539262086,0.08982176982081574,3
0.01,0.1,0.9,32,0.5480587450208158,0.35927858539262086,0.08982176982081574,4
0.01,0.2,0.95,16,0.4876256448676193,0.2730346567514506,0.0914440237323807,4
0.001,0.5,0.9,16,0.49957681696277406,0.40613249210040214,0.09729981163722595,2
0.005,0.2,0.95,16,0.6767415216424026,0.24572115442516337,0.09911723155759733,2
0.005,0.5,0.95,16,0.48638546027760066,0.4083805591775746,0.10525373152239936,2
0.05,0.5,0.8,8,0.9405297581020411,0.2865196209360038,0.10606875750204103,1
0.05,0.5,0.9,8,0.9405297581020411,0.2865196209360038,0.10606875750204103,1
0.05,0.5,0.95,8,0.9405297581020411,0.2865196209360038,0.10606875750204103,1
0.05,0.01,0.7,16,0.654193031518064,0.33862966567996816,0.106698997518064,4
0.01,0.2,0.8,16,0.47707508963525064,0.409858540556835,0.11064459556474943,5
0.005,0.2,0.7,16,0.460098337452857,0.40931439445825285,0.11072994974714301,4
0.001,0.5,0.95,16,0.46761042528304747,0.41148967640025935,0.11534210371695258,2
0.05,0.2,0.99,8,0.9513663451709664,0.24392479091357486,0.11546144697096639,2
0.05,0.1,0.7,4,0.8212436206987104,0.07221088111946555,0.11564498150128955,2
0.05,0.2,0.8,4,0.8212436206987104,0.07221088111946555,0.11564498150128955,3
0.05,0.5,0.99,4,0.9548388175587126,0.2438841500983624,0.11901884415871256,2
0.01,0.2,0.7,16,0.5853300300453207,0.35927858539262086,0.12709305484532069,5
0.05,0.05,0.7,16,0.6104804469174882,0.35608605855891434,0.12950904171748817,4
0.05,0.05,0.8,16,0.6104804469174882,0.35608605855891434,0.12950904171748817,4
0.005,0.5,0.9,8,0.46608409593395567,0.40613249210040214,0.13079253266604435,3
0.05,0.05,0.9,16,0.6333226958601451,0.355477966199551,0.13251245466014505,4
0.05,0.05,0.95,16,0.6543095279938861,0.353572277897327,0.13379022239388605,4
0.02,0.5,0.7,8,0.7432703316049609,0.29990037681909576,0.13518037340496092,4
0.02,0.5,0.8,8,0.7432703316049609,0.29990037681909576,0.13518037340496092,4
0.005,0.2,0.7,8,0.7640968702877149,0.1663816417910933,0.14044170911228515,2
0.005,0.2,0.8,8,0.7640968702877149,0.1663816417910933,0.14044170911228515,3
0.005,0.2,0.9,8,0.7640968702877149,0.1663816417910933,0.14044170911228515,3
0.05,0.01,0.95,16,0.878275410592228,0.33139518527202905,0.14644812479222802,2
0.001,0.5,0.7,8,0.4438879726922112,0.4083805591775746,0.14775121910778882,2
0.01,0.5,0.95,8,0.4438879726922112,0.4083805591775746,0.14775121910778882,4
0.05,0.5,0.9,4,0.7566601482549656,0.29990037681909576,0.14857019005496563,5
0.05,0.5,0.95,4,0.7566601482549656,0.29990037681909576,0.14857019005496563,4
0.001,0.5,0.95,8,0.7802700650791047,0.3030090194175122,0.15290540487910464,4
0.02,0.5,0.95,8,0.7815778276543408,0.3032754614109196,0.15890610365434077,4
0.05,0.2,0.8,8,0.7815778276543408,0.3032754614109196,0.15890610365434077,4
0.05,0.5,0.7,8,0.7205873193053645,0.3289408878855246,0.16187197090536443,2
0.05,0.2,0.7,8,0.7604686204056696,0.31346136406123487,0.1657128900056697,4
0.05,0.5,0.7,4,0.743050181342161,0.32003091483164914,0.16813135654216105,4
0.05,0.5,0.8,4,0.743050181342161,0.32003091483164914,0.16813135654216105,4
0.001,0.5,0.8,8,0.8103083229475482,0.3062736527569867,0.1752950381475482,3
0.001,0.5,0.9,8,0.8103083229475482,0.3062736527569867,0.1752950381475482,4
0.005,0.5,0.95,8,0.8103083229475482,0.3062736527569867,0.1752950381475482,4
0.05,0.5,0.99,8,0.8103083229475482,0.3062736527569867,0.1752950381475482,4
0.005,0.5,0.7,16,0.32137320839450084,0.3700223202093584,0.17579596460549912,2
0.005,0.5,0.8,16,0.32137320839450084,0.3700223202093584,0.17579596460549912,2
0.005,0.5,0.9,16,0.32137320839450084,0.3700223202093584,0.17579596460549912,2
0.01,0.5,0.7,8,0.2722814731536961,0.3558255470090698,0.23325929224630382,3
0.01,0.5,0.8,8,0.2722814731536961,0.3558255470090698,0.23325929224630382,3
0.01,0.5,0.7,4,0.875301212143418,0.3062736527569867,0.24028792734341808,5
0.01,0.5,0.8,4,0.875301212143418,0.3062736527569867,0.24028792734341808,4
0.02,0.5,0.8,4,0.875301212143418,0.3062736527569867,0.24028792734341808,4
0.02,0.5,0.9,4,0.875301212143418,0.3062736527569867,0.24028792734341808,4
0.02,0.5,0.9,8,0.2357127927594841,0.3622931258556431,0.2634201986405159,3
0.005,0.5,0.7,8,0.15123881122363877,0.37401414637210706,0.3361961479763612,2
0.005,0.5,0.8,8,0.14676111607068393,0.37686336743062016,0.3367349533293161,2
0.001,0.01,0.7,16,-0.0184834,nan,0.5758633066000001,0
0.001,0.01,0.7,32,-0.0184834,nan,0.5758633066000001,0
0.001,0.01,0.8,16,-0.0184834,nan,0.5758633066000001,0
0.001,0.01,0.8,32,-0.0184834,nan,0.5758633066000001,0
0.001,0.01,0.9,16,-0.0184834,nan,0.5758633066000001,0
0.001,0.01,0.9,32,-0.0184834,nan,0.5758633066000001,0
0.001,0.01,0.95,16,-0.0184834,nan,0.5758633066000001,0
0.001,0.01,0.95,32,-0.0184834,nan,0.5758633066000001,0
0.001,0.01,0.99,16,-0.0184834,nan,0.5758633066000001,0
0.001,0.01,0.99,32,-0.0184834,nan,0.5758633066000001,0
0.005,0.01,0.7,4,-0.0184834,nan,0.5758633066000001,0
0.005,0.01,0.7,8,-0.0184834,nan,0.5758633066000001,0
0.005,0.01,0.8,4,-0.0184834,nan,0.5758633066000001,0
0.005,0.01,0.8,8,-0.0184834,nan,0.5758633066000001,0
0.005,0.01,0.9,4,-0.0184834,nan,0.5758633066000001,0
0.005,0.01,0.9,8,-0.0184834,nan,0.5758633066000001,0
0.005,0.01,0.9,16,-0.0184834,nan,0.5758633066000001,0
0.005,0.01,0.95,8,-0.0184834,nan,0.5758633066000001,0
0.005,0.01,0.95,16,-0.0184834,nan,0.5758633066000001,0
0.005,0.01,0.95,32,-0.0184834,nan,0.5758633066000001,0
0.005,0.01,0.99,8,-0.0184834,nan,0.5758633066000001,0
0.005,0.01,0.99,16,-0.0184834,nan,0.5758633066000001,0
0.005,0.01,0.99,32,-0.0184834,nan,0.5758633066000001,0
0.005,0.05,0.99,16,-0.0184834,nan,0.5758633066000001,0
0.005,0.05,0.99,32,-0.0184834,nan,0.5758633066000001,0
0.01,0.01,0.7,4,-0.0184834,nan,0.5758633066000001,0
0.01,0.01,0.7,8,-0.0184834,nan,0.5758633066000001,0
0.01,0.01,0.8,4,-0.0184834,nan,0.5758633066000001,0
0.01,0.01,0.9,8,-0.0184834,nan,0.5758633066000001,0
0.01,0.01,0.9,16,-0.0184834,nan,0.5758633066000001,0
0.01,0.01,0.95,4,-0.0184834,nan,0.5758633066000001,0
0.01,0.01,0.95,8,-0.0184834,nan,0.5758633066000001,0
0.01,0.01,0.95,16,-0.0184834,nan,0.5758633066000001,0
0.01,0.01,0.95,32,-0.0184834,nan,0.5758633066000001,0
0.01,0.01,0.99,4,-0.0184834,nan,0.5758633066000001,0
0.01,0.01,0.99,8,-0.0184834,nan,0.5758633066000001,0
0.01,0.01,0.99,16,-0.0184834,nan,0.5758633066000001,0
0.01,0.01,0.99,32,-0.0184834,nan,0.5758633066000001,0
0.01,0.05,0.99,8,-0.0184834,nan,0.5758633066000001,0
0.01,0.05,0.99,16,-0.0184834,nan,0.5758633066000001,0
0.01,0.05,0.99,32,-0.0184834,nan,0.5758633066000001,0
0.02,0.01,0.7,4,-0.0184834,nan,0.5758633066000001,0
0.02,0.01,0.8,4,-0.0184834,nan,0.5758633066000001,0
0.02,0.01,0.9,4,-0.0184834,nan,0.5758633066000001,0
0.02,0.01,0.9,8,-0.0184834,nan,0.5758633066000001,0
0.02,0.01,0.95,4,-0.0184834,nan,0.5758633066000001,0
0.02,0.01,0.95,8,-0.0184834,nan,0.5758633066000001,0
0.02,0.01,0.95,16,-0.0184834,nan,0.5758633066000001,0
0.02,0.01,0.99,8,-0.0184834,nan,0.5758633066000001,0
0.02,0.01,0.99,16,-0.0184834,nan,0.5758633066000001,0
0.02,0.01,0.99,32,-0.0184834,nan,0.5758633066000001,0
0.02,0.05,0.99,8,-0.0184834,nan,0.5758633066000001,0
0.02,0.05,0.99,16,-0.0184834,nan,0.5758633066000001,0
0.02,0.1,0.99,8,-0.0184834,nan,0.5758633066000001,0
0.02,0.1,0.99,16,-0.0184834,nan,0.5758633066000001,0
0.05,0.01,0.95,8,-0.0184834,nan,0.5758633066000001,0
0.05,0.01,0.99,4,-0.0184834,nan,0.5758633066000001,0
0.05,0.01,0.99,16,-0.0184834,nan,0.5758633066000001,0
